source_table,population,academic_year,region,state,row_type,metric,statistic,value
A-19,Applicants,2025-2026,Central,Missouri,state,MCAT BBLS,SD,2.8
A-19,Applicants,2025-2026,Central,Missouri,state,MCAT PSBB,Mean,127.5
A-19,Applicants,2025-2026,Central,Missouri,state,MCAT PSBB,SD,2.8
A-19,Applicants,2025-2026,Central,Missouri,state,Total MCAT,Mean,506.3
A-19,Applicants,2025-2026,Central,Missouri,state,Total MCAT,SD,9.5
A-19,Applicants,2025-2026,Central,Missouri,state,GPA Science,Mean,3.62
A-19,Applicants,2025-2026,Central,Missouri,state,GPA Science,SD,0.38
A-19,Applicants,2025-2026,Central,Missouri,state,GPA Non-Science,Mean,3.82
A-19,Applicants,2025-2026,Central,Missouri,state,GPA Non-Science,SD,0.25
A-19,Applicants,2025-2026,Central,Missouri,state,GPA Total,Mean,3.71
A-19,Applicants,2025-2026,Central,Missouri,state,GPA Total,SD,0.3
A-19,Applicants,2025-2026,Central,Missouri,state,Total Applicants,Count,757.0
A-19,Applicants,2025-2026,Central,Nebraska,state,MCAT CPBS,Mean,126.8
A-19,Applicants,2025-2026,Central,Nebraska,state,MCAT CPBS,SD,2.5
A-19,Applicants,2025-2026,Central,Nebraska,state,MCAT CARS,Mean,125.9
A-19,Applicants,2025-2026,Central,Nebraska,state,MCAT CARS,SD,2.6
A-19,Applicants,2025-2026,Central,Nebraska,state,MCAT BBLS,Mean,127.1
A-19,Applicants,2025-2026,Central,Nebraska,state,MCAT BBLS,SD,2.4
A-19,Applicants,2025-2026,Central,Nebraska,state,MCAT PSBB,Mean,127.7
A-19,Applicants,2025-2026,Central,Nebraska,state,MCAT PSBB,SD,2.4
A-19,Applicants,2025-2026,Central,Nebraska,state,Total MCAT,Mean,507.5
A-19,Applicants,2025-2026,Central,Nebraska,state,Total MCAT,SD,8.1
A-19,Applicants,2025-2026,Central,Nebraska,state,GPA Science,Mean,3.69
A-19,Applicants,2025-2026,Central,Nebraska,state,GPA Science,SD,0.33
A-19,Applicants,2025-2026,Central,Nebraska,state,GPA Non-Science,Mean,3.88
A-19,Applicants,2025-2026,Central,Nebraska,state,GPA Non-Science,SD,0.19
A-19,Applicants,2025-2026,Central,Nebraska,state,GPA Total,Mean,3.77
A-19,Applicants,2025-2026,Central,Nebraska,state,GPA Total,SD,0.25
A-19,Applicants,2025-2026,Central,Nebraska,state,Total Applicants,Count,323.0
A-19,Applicants,2025-2026,Central,North Dakota,state,MCAT CPBS,Mean,125.7
A-19,Applicants,2025-2026,Central,North Dakota,state,MCAT CPBS,SD,2.7
A-19,Applicants,2025-2026,Central,North Dakota,state,MCAT CARS,Mean,124.9
A-19,Applicants,2025-2026,Central,North Dakota,state,MCAT CARS,SD,2.9
A-19,Applicants,2025-2026,Central,North Dakota,state,MCAT BBLS,Mean,125.9
A-19,Applicants,2025-2026,Central,North Dakota,state,MCAT BBLS,SD,2.7
A-19,Applicants,2025-2026,Central,North Dakota,state,MCAT PSBB,Mean,126.3
A-19,Applicants,2025-2026,Central,North Dakota,state,MCAT PSBB,SD,2.7
A-19,Applicants,2025-2026,Central,North Dakota,state,Total MCAT,Mean,502.9
A-19,Applicants,2025-2026,Central,North Dakota,state,Total MCAT,SD,9.5
A-19,Applicants,2025-2026,Central,North Dakota,state,GPA Science,Mean,3.69
A-19,Applicants,2025-2026,Central,North Dakota,state,GPA Science,SD,0.31
A-19,Applicants,2025-2026,Central,North Dakota,state,GPA Non-Science,Mean,3.85
A-19,Applicants,2025-2026,Central,North Dakota,state,GPA Non-Science,SD,0.22
A-19,Applicants,2025-2026,Central,North Dakota,state,GPA Total,Mean,3.77
A-19,Applicants,2025-2026,Central,North Dakota,state,GPA Total,SD,0.24
A-19,Applicants,2025-2026,Central,North Dakota,state,Total Applicants,Count,113.0
A-19,Applicants,2025-2026,Central,Ohio,state,MCAT CPBS,Mean,126.6
A-19,Applicants,2025-2026,Central,Ohio,state,MCAT CPBS,SD,2.8
A-19,Applicants,2025-2026,Central,Ohio,state,MCAT CARS,Mean,125.9
A-19,Applicants,2025-2026,Central,Ohio,state,MCAT CARS,SD,2.7
A-19,Applicants,2025-2026,Central,Ohio,state,MCAT BBLS,Mean,126.7
A-19,Applicants,2025-2026,Central,Ohio,state,MCAT BBLS,SD,2.7
A-19,Applicants,2025-2026,Central,Ohio,state,MCAT PSBB,Mean,127.4
A-19,Applicants,2025-2026,Central,Ohio,state,MCAT PSBB,SD,2.7
A-19,Applicants,2025-2026,Central,Ohio,state,Total MCAT,Mean,506.7
A-19,Applicants,2025-2026,Central,Ohio,state,Total MCAT,SD,9.2
A-19,Applicants,2025-2026,Central,Ohio,state,GPA Science,Mean,3.57
A-19,Applicants,2025-2026,Central,Ohio,state,GPA Science,SD,0.42
A-19,Applicants,2025-2026,Central,Ohio,state,GPA Non-Science,Mean,3.83
A-19,Applicants,2025-2026,Central,Ohio,state,GPA Non-Science,SD,0.25
A-19,Applicants,2025-2026,Central,Ohio,state,GPA Total,Mean,3.68
A-19,Applicants,2025-2026,Central,Ohio,state,GPA Total,SD,0.33
A-19,Applicants,2025-2026,Central,Ohio,state,Total Applicants,Count,1643.0
A-19,Applicants,2025-2026,Central,South Dakota,state,MCAT CPBS,Mean,125.9
A-19,Applicants,2025-2026,Central,South Dakota,state,MCAT CPBS,SD,2.4
A-19,Applicants,2025-2026,Central,South Dakota,state,MCAT CARS,Mean,125.8
A-19,Applicants,2025-2026,Central,South Dakota,state,MCAT CARS,SD,2.3
A-19,Applicants,2025-2026,Central,South Dakota,state,MCAT BBLS,Mean,126.4
A-19,Applicants,2025-2026,Central,South Dakota,state,MCAT BBLS,SD,2.2
A-19,Applicants,2025-2026,Central,South Dakota,state,MCAT PSBB,Mean,127.1
A-19,Applicants,2025-2026,Central,South Dakota,state,MCAT PSBB,SD,2.2
A-19,Applicants,2025-2026,Central,South Dakota,state,Total MCAT,Mean,505.2
A-19,Applicants,2025-2026,Central,South Dakota,state,Total MCAT,SD,7.0
A-19,Applicants,2025-2026,Central,South Dakota,state,GPA Science,Mean,3.61
A-19,Applicants,2025-2026,Central,South Dakota,state,GPA Science,SD,0.36
A-19,Applicants,2025-2026,Central,South Dakota,state,GPA Non-Science,Mean,3.84
A-19,Applicants,2025-2026,Central,South Dakota,state,GPA Non-Science,SD,0.27
A-19,Applicants,2025-2026,Central,South Dakota,state,GPA Total,Mean,3.71
A-19,Applicants,2025-2026,Central,South Dakota,state,GPA Total,SD,0.3
A-19,Applicants,2025-2026,Central,South Dakota,state,Total Applicants,Count,135.0
A-19,Applicants,2025-2026,Central,Wisconsin,state,MCAT CPBS,Mean,126.8
A-19,Applicants,2025-2026,Central,Wisconsin,state,MCAT CPBS,SD,2.7
A-19,Applicants,2025-2026,Central,Wisconsin,state,MCAT CARS,Mean,126.3
A-19,Applicants,2025-2026,Central,Wisconsin,state,MCAT CARS,SD,2.5
A-19,Applicants,2025-2026,Central,Wisconsin,state,MCAT BBLS,Mean,127.1
A-19,Applicants,2025-2026,Central,Wisconsin,state,MCAT BBLS,SD,2.5
A-19,Applicants,2025-2026,Central,Wisconsin,state,MCAT PSBB,Mean,128.0
A-19,Applicants,2025-2026,Central,Wisconsin,state,MCAT PSBB,SD,2.5
A-19,Applicants,2025-2026,Central,Wisconsin,state,Total MCAT,Mean,508.3
A-19,Applicants,2025-2026,Central,Wisconsin,state,Total MCAT,SD,8.5
A-19,Applicants,2025-2026,Central,Wisconsin,state,GPA Science,Mean,3.61
A-19,Applicants,2025-2026,Central,Wisconsin,state,GPA Science,SD,0.38
A-19,Applicants,2025-2026,Central,Wisconsin,state,GPA Non-Science,Mean,3.83
A-19,Applicants,2025-2026,Central,Wisconsin,state,GPA Non-Science,SD,0.23
A-19,Applicants,2025-2026,Central,Wisconsin,state,GPA Total,Mean,3.71
A-19,Applicants,2025-2026,Central,Wisconsin,state,GPA Total,SD,0.29
A-19,Applicants,2025-2026,Central,Wisconsin,state,Total Applicants,Count,797.0
A-19,Applicants,2025-2026,Central,Total for the Region,regional_total,MCAT CPBS,Mean,126.5
A-19,Applicants,2025-2026,Central,Total for the Region,regional_total,MCAT CPBS,SD,2.9
A-19,Applicants,2025-2026,Central,Total for the Region,regional_total,MCAT CARS,Mean,125.8
A-19,Applicants,2025-2026,Central,Total for the Region,regional_total,MCAT CARS,SD,2.7
A-19,Applicants,2025-2026,Central,Total for the Region,regional_total,MCAT BBLS,Mean,126.7
A-19,Applicants,2025-2026,Central,Total for the Region,regional_total,MCAT BBLS,SD,2.8
A-19,Applicants,2025-2026,Central,Total for the Region,regional_total,MCAT PSBB,Mean,127.5
A-19,Applicants,2025-2026,Central,Total for the Region,regional_total,MCAT PSBB,SD,2.7
A-19,Applicants,2025-2026,Central,Total for the Region,regional_total,Total MCAT,Mean,506.5
A-19,Applicants,2025-2026,Central,Total for the Region,regional_total,Total MCAT,SD,9.4
A-19,Applicants,2025-2026,Central,Total for the Region,regional_total,GPA Science,Mean,3.6
A-19,Applicants,2025-2026,Central,Total for the Region,regional_total,GPA Science,SD,0.4
A-19,Applicants,2025-2026,Central,Total for the Region,regional_total,GPA Non-Science,Mean,3.83
A-19,Applicants,2025-2026,Central,Total for the Region,regional_total,GPA Non-Science,SD,0.25
A-19,Applicants,2025-2026,Central,Total for the Region,regional_total,GPA Total,Mean,3.7
A-19,Applicants,2025-2026,Central,Total for the Region,regional_total,GPA Total,SD,0.31
A-19,Applicants,2025-2026,Central,Total for the Region,regional_total,Total Applicants,Count,10319.0
A-19,Applicants,2025-2026,South,Alabama,state,MCAT CPBS,Mean,125.7
A-19,Applicants,2025-2026,South,Alabama,state,MCAT CPBS,SD,2.8
A-19,Applicants,2025-2026,South,Alabama,state,MCAT CARS,Mean,125.8
A-19,Applicants,2025-2026,South,Alabama,state,MCAT CARS,SD,2.6
A-19,Applicants,2025-2026,South,Alabama,state,MCAT BBLS,Mean,126.1
A-19,Applicants,2025-2026,South,Alabama,state,MCAT BBLS,SD,2.6
A-19,Applicants,2025-2026,South,Alabama,state,MCAT PSBB,Mean,126.9
A-19,Applicants,2025-2026,South,Alabama,state,MCAT PSBB,SD,2.7
A-19,Applicants,2025-2026,South,Alabama,state,Total MCAT,Mean,504.5
A-19,Applicants,2025-2026,South,Alabama,state,Total MCAT,SD,9.0
A-19,Applicants,2025-2026,South,Alabama,state,GPA Science,Mean,3.62
A-19,Applicants,2025-2026,South,Alabama,state,GPA Science,SD,0.39
A-19,Applicants,2025-2026,South,Alabama,state,GPA Non-Science,Mean,3.83
A-19,Applicants,2025-2026,South,Alabama,state,GPA Non-Science,SD,0.26
A-19,Applicants,2025-2026,South,Alabama,state,GPA Total,Mean,3.71
A-19,Applicants,2025-2026,South,Alabama,state,GPA Total,SD,0.31
A-19,Applicants,2025-2026,South,Alabama,state,Total Applicants,Count,617.0
A-19,Applicants,2025-2026,South,Arkansas,state,MCAT CPBS,Mean,125.5
A-19,Applicants,2025-2026,South,Arkansas,state,MCAT CPBS,SD,3.0
A-19,Applicants,2025-2026,South,Arkansas,state,MCAT CARS,Mean,125.7
A-19,Applicants,2025-2026,South,Arkansas,state,MCAT CARS,SD,2.7
A-19,Applicants,2025-2026,South,Arkansas,state,MCAT BBLS,Mean,125.7
A-19,Applicants,2025-2026,South,Arkansas,state,MCAT BBLS,SD,2.9
A-19,Applicants,2025-2026,South,Arkansas,state,MCAT PSBB,Mean,126.8
A-19,Applicants,2025-2026,South,Arkansas,state,MCAT PSBB,SD,2.8
A-19,Applicants,2025-2026,South,Arkansas,state,Total MCAT,Mean,503.6
A-19,Applicants,2025-2026,South,Arkansas,state,Total MCAT,SD,9.6
A-19,Applicants,2025-2026,South,Arkansas,state,GPA Science,Mean,3.6
A-19,Applicants,2025-2026,South,Arkansas,state,GPA Science,SD,0.41
A-19,Applicants,2025-2026,South,Arkansas,state,GPA Non-Science,Mean,3.83
A-19,Applicants,2025-2026,South,Arkansas,state,GPA Non-Science,SD,0.26
A-19,Applicants,2025-2026,South,Arkansas,state,GPA Total,Mean,3.71
A-19,Applicants,2025-2026,South,Arkansas,state,GPA Total,SD,0.32
A-19,Applicants,2025-2026,South,Arkansas,state,Total Applicants,Count,339.0
A-19,Applicants,2025-2026,South,Florida,state,MCAT CPBS,Mean,125.8
A-19,Applicants,2025-2026,South,Florida,state,MCAT CPBS,SD,3.0
A-19,Applicants,2025-2026,South,Florida,state,MCAT CARS,Mean,125.3
A-19,Applicants,2025-2026,South,Florida,state,MCAT CARS,SD,2.7
A-19,Applicants,2025-2026,South,Florida,state,MCAT BBLS,Mean,126.1
A-19,Applicants,2025-2026,South,Florida,state,MCAT BBLS,SD,2.9
A-19,Applicants,2025-2026,South,Florida,state,MCAT PSBB,Mean,127.1
A-19,Applicants,2025-2026,South,Florida,state,MCAT PSBB,SD,2.9
A-19,Applicants,2025-2026,South,Florida,state,Total MCAT,Mean,504.3
A-19,Applicants,2025-2026,South,Florida,state,Total MCAT,SD,10.0
A-19,Applicants,2025-2026,South,Florida,state,GPA Science,Mean,3.51
A-19,Applicants,2025-2026,South,Florida,state,GPA Science,SD,0.43
A-19,Applicants,2025-2026,South,Florida,state,GPA Non-Science,Mean,3.78
A-19,Applicants,2025-2026,South,Florida,state,GPA Non-Science,SD,0.29
A-19,Applicants,2025-2026,South,Florida,state,GPA Total,Mean,3.63
A-19,Applicants,2025-2026,South,Florida,state,GPA Total,SD,0.34
A-19,Applicants,2025-2026,South,Florida,state,Total Applicants,Count,3712.0
A-19,Applicants,2025-2026,South,Georgia,state,MCAT CPBS,Mean,125.8
A-19,Applicants,2025-2026,South,Georgia,state,MCAT CPBS,SD,3.1
A-19,Applicants,2025-2026,South,Georgia,state,MCAT CARS,Mean,125.3
A-19,Applicants,2025-2026,South,Georgia,state,MCAT CARS,SD,2.8
A-19,Applicants,2025-2026,South,Georgia,state,MCAT BBLS,Mean,126.0
A-19,Applicants,2025-2026,South,Georgia,state,MCAT BBLS,SD,3.0
A-19,Applicants,2025-2026,South,Georgia,state,MCAT PSBB,Mean,126.9
A-19,Applicants,2025-2026,South,Georgia,state,MCAT PSBB,SD,3.1
A-19,Applicants,2025-2026,South,Georgia,state,Total MCAT,Mean,504.0
A-19,Applicants,2025-2026,South,Georgia,state,Total MCAT,SD,10.6
A-19,Applicants,2025-2026,South,Georgia,state,GPA Science,Mean,3.51
A-19,Applicants,2025-2026,South,Georgia,state,GPA Science,SD,0.45
A-19,Applicants,2025-2026,South,Georgia,state,GPA Non-Science,Mean,3.77
A-19,Applicants,2025-2026,South,Georgia,state,GPA Non-Science,SD,0.29
A-19,Applicants,2025-2026,South,Georgia,state,GPA Total,Mean,3.62
A-19,Applicants,2025-2026,South,Georgia,state,GPA Total,SD,0.36
A-19,Applicants,2025-2026,South,Georgia,state,Total Applicants,Count,1838.0
A-19,Applicants,2025-2026,South,Kentucky,state,MCAT CPBS,Mean,125.4
A-19,Applicants,2025-2026,South,Kentucky,state,MCAT CPBS,SD,2.8
A-19,Applicants,2025-2026,South,Kentucky,state,MCAT CARS,Mean,125.5
A-19,Applicants,2025-2026,South,Kentucky,state,MCAT CARS,SD,2.6
A-19,Applicants,2025-2026,South,Kentucky,state,MCAT BBLS,Mean,125.8
A-19,Applicants,2025-2026,South,Kentucky,state,MCAT BBLS,SD,2.7
A-19,Applicants,2025-2026,South,Kentucky,state,MCAT PSBB,Mean,126.8
A-19,Applicants,2025-2026,South,Kentucky,state,MCAT PSBB,SD,2.8
A-19,Applicants,2025-2026,South,Kentucky,state,Total MCAT,Mean,503.5
A-19,Applicants,2025-2026,South,Kentucky,state,Total MCAT,SD,9.2
A-19,Applicants,2025-2026,South,Kentucky,state,GPA Science,Mean,3.58
A-19,Applicants,2025-2026,South,Kentucky,state,GPA Science,SD,0.41
A-19,Applicants,2025-2026,South,Kentucky,state,GPA Non-Science,Mean,3.86
A-19,Applicants,2025-2026,South,Kentucky,state,GPA Non-Science,SD,0.24
A-19,Applicants,2025-2026,South,Kentucky,state,GPA Total,Mean,3.71
A-19,Applicants,2025-2026,South,Kentucky,state,GPA Total,SD,0.31
A-19,Applicants,2025-2026,South,Kentucky,state,Total Applicants,Count,619.0
A-19,Applicants,2025-2026,South,Louisiana,state,MCAT CPBS,Mean,125.4
A-19,Applicants,2025-2026,South,Louisiana,state,MCAT CPBS,SD,2.6
A-19,Applicants,2025-2026,South,Louisiana,state,MCAT CARS,Mean,125.1
A-19,Applicants,2025-2026,South,Louisiana,state,MCAT CARS,SD,2.6
A-19,Applicants,2025-2026,South,Louisiana,state,MCAT BBLS,Mean,125.8
A-19,Applicants,2025-2026,South,Louisiana,state,MCAT BBLS,SD,2.7
A-19,Applicants,2025-2026,South,Louisiana,state,MCAT PSBB,Mean,126.7
A-19,Applicants,2025-2026,South,Louisiana,state,MCAT PSBB,SD,2.7
A-19,Applicants,2025-2026,South,Louisiana,state,Total MCAT,Mean,503.0
A-19,Applicants,2025-2026,South,Louisiana,state,Total MCAT,SD,8.8
A-19,Applicants,2025-2026,South,Louisiana,state,GPA Science,Mean,3.52
A-19,Applicants,2025-2026,South,Louisiana,state,GPA Science,SD,0.43
A-19,Applicants,2025-2026,South,Louisiana,state,GPA Non-Science,Mean,3.79
A-19,Applicants,2025-2026,South,Louisiana,state,GPA Non-Science,SD,0.28
A-19,Applicants,2025-2026,South,Louisiana,state,GPA Total,Mean,3.64
A-19,Applicants,2025-2026,South,Louisiana,state,GPA Total,SD,0.34
A-19,Applicants,2025-2026,South,Louisiana,state,Total Applicants,Count,759.0
A-19,Applicants,2025-2026,South,Mississippi,state,MCAT CPBS,Mean,125.0
A-19,Applicants,2025-2026,South,Mississippi,state,MCAT CPBS,SD,2.8
A-19,Applicants,2025-2026,South,Mississippi,state,MCAT CARS,Mean,125.1
A-19,Applicants,2025-2026,South,Mississippi,state,MCAT CARS,SD,2.7
A-19,Applicants,2025-2026,South,Mississippi,state,MCAT BBLS,Mean,125.5
A-19,Applicants,2025-2026,South,Mississippi,state,MCAT BBLS,SD,2.7
A-19,Applicants,2025-2026,South,Mississippi,state,MCAT PSBB,Mean,126.2
A-19,Applicants,2025-2026,South,Mississippi,state,MCAT PSBB,SD,2.7
A-19,Applicants,2025-2026,South,Mississippi,state,Total MCAT,Mean,501.7
A-19,Applicants,2025-2026,South,Mississippi,state,Total MCAT,SD,9.2
A-19,Applicants,2025-2026,South,Mississippi,state,GPA Science,Mean,3.55
A-19,Applicants,2025-2026,South,Mississippi,state,GPA Science,SD,0.42
A-19,Applicants,2025-2026,South,Mississippi,state,GPA Non-Science,Mean,3.8
A-19,Applicants,2025-2026,South,Mississippi,state,GPA Non-Science,SD,0.28
A-19,Applicants,2025-2026,South,Mississippi,state,GPA Total,Mean,3.65
A-19,Applicants,2025-2026,South,Mississippi,state,GPA Total,SD,0.34
A-19,Applicants,2025-2026,South,Mississippi,state,Total Applicants,Count,355.0
A-19,Applicants,2025-2026,South,North Carolina,state,MCAT CPBS,Mean,126.5
A-19,Applicants,2025-2026,South,North Carolina,state,MCAT CPBS,SD,3.1
A-19,Applicants,2025-2026,South,North Carolina,state,MCAT CARS,Mean,126.1
A-19,Applicants,2025-2026,South,North Carolina,state,MCAT CARS,SD,2.8
A-19,Applicants,2025-2026,South,North Carolina,state,MCAT BBLS,Mean,126.8
A-19,Applicants,2025-2026,South,North Carolina,state,MCAT BBLS,SD,3.1
A-19,Applicants,2025-2026,South,North Carolina,state,MCAT PSBB,Mean,127.7
A-19,Applicants,2025-2026,South,North Carolina,state,MCAT PSBB,SD,2.9
A-19,Applicants,2025-2026,South,North Carolina,state,Total MCAT,Mean,507.1
A-19,Applicants,2025-2026,South,North Carolina,state,Total MCAT,SD,10.5
A-19,Applicants,2025-2026,South,North Carolina,state,GPA Science,Mean,3.53
A-19,Applicants,2025-2026,South,North Carolina,state,GPA Science,SD,0.42
A-19,Applicants,2025-2026,South,North Carolina,state,GPA Non-Science,Mean,3.77
A-19,Applicants,2025-2026,South,North Carolina,state,GPA Non-Science,SD,0.28
A-19,Applicants,2025-2026,South,North Carolina,state,GPA Total,Mean,3.64
A-19,Applicants,2025-2026,South,North Carolina,state,GPA Total,SD,0.33
A-19,Applicants,2025-2026,South,North Carolina,state,Total Applicants,Count,1409.0
A-19,Applicants,2025-2026,South,Oklahoma,state,MCAT CPBS,Mean,125.2
A-19,Applicants,2025-2026,South,Oklahoma,state,MCAT CPBS,SD,2.7
A-19,Applicants,2025-2026,South,Oklahoma,state,MCAT CARS,Mean,125.2
A-19,Applicants,2025-2026,South,Oklahoma,state,MCAT CARS,SD,2.6
A-19,Applicants,2025-2026,South,Oklahoma,state,MCAT BBLS,Mean,125.5
A-19,Applicants,2025-2026,South,Oklahoma,state,MCAT BBLS,SD,2.7
A-19,Applicants,2025-2026,South,Oklahoma,state,MCAT PSBB,Mean,126.6
A-19,Applicants,2025-2026,South,Oklahoma,state,MCAT PSBB,SD,2.7
A-19,Applicants,2025-2026,South,Oklahoma,state,Total MCAT,Mean,502.5
A-19,Applicants,2025-2026,South,Oklahoma,state,Total MCAT,SD,8.9
A-19,Applicants,2025-2026,South,Oklahoma,state,GPA Science,Mean,3.6
A-19,Applicants,2025-2026,South,Oklahoma,state,GPA Science,SD,0.38
A-19,Applicants,2025-2026,South,Oklahoma,state,GPA Non-Science,Mean,3.85
A-19,Applicants,2025-2026,South,Oklahoma,state,GPA Non-Science,SD,0.22
A-19,Applicants,2025-2026,South,Oklahoma,state,GPA Total,Mean,3.72
A-19,Applicants,2025-2026,South,Oklahoma,state,GPA Total,SD,0.28
A-19,Applicants,2025-2026,South,Oklahoma,state,Total Applicants,Count,368.0
A-19,Applicants,2025-2026,South,Puerto Rico,state,MCAT CPBS,Mean,123.1
A-19,Applicants,2025-2026,South,Puerto Rico,state,MCAT CPBS,SD,2.7
A-19,Applicants,2025-2026,South,Puerto Rico,state,MCAT CARS,Mean,122.6
A-19,Applicants,2025-2026,South,Puerto Rico,state,MCAT CARS,SD,2.5
A-19,Applicants,2025-2026,South,Puerto Rico,state,MCAT BBLS,Mean,123.4
A-19,Applicants,2025-2026,South,Puerto Rico,state,MCAT BBLS,SD,2.5
A-19,Applicants,2025-2026,South,Puerto Rico,state,MCAT PSBB,Mean,124.0
A-19,Applicants,2025-2026,South,Puerto Rico,state,MCAT PSBB,SD,2.8
A-19,Applicants,2025-2026,South,Puerto Rico,state,Total MCAT,Mean,493.1
A-19,Applicants,2025-2026,South,Puerto Rico,state,Total MCAT,SD,9.0
A-19,Applicants,2025-2026,South,Puerto Rico,state,GPA Science,Mean,3.37
A-19,Applicants,2025-2026,South,Puerto Rico,state,GPA Science,SD,0.46
A-19,Applicants,2025-2026,South,Puerto Rico,state,GPA Non-Science,Mean,3.77
A-19,Applicants,2025-2026,South,Puerto Rico,state,GPA Non-Science,SD,0.27
A-19,Applicants,2025-2026,South,Puerto Rico,state,GPA Total,Mean,3.54
A-19,Applicants,2025-2026,South,Puerto Rico,state,GPA Total,SD,0.36
A-19,Applicants,2025-2026,South,Puerto Rico,state,Total Applicants,Count,643.0
A-19,Applicants,2025-2026,South,South Carolina,state,MCAT CPBS,Mean,125.5
A-19,Applicants,2025-2026,South,South Carolina,state,MCAT CPBS,SD,2.8
A-19,Applicants,2025-2026,South,South Carolina,state,MCAT CARS,Mean,125.7
A-19,Applicants,2025-2026,South,South Carolina,state,MCAT CARS,SD,2.8
A-19,Applicants,2025-2026,South,South Carolina,state,MCAT BBLS,Mean,126.1
A-19,Applicants,2025-2026,South,South Carolina,state,MCAT BBLS,SD,2.8
A-19,Applicants,2025-2026,South,South Carolina,state,MCAT PSBB,Mean,126.8
A-19,Applicants,2025-2026,South,South Carolina,state,MCAT PSBB,SD,2.9
A-19,Applicants,2025-2026,South,South Carolina,state,Total MCAT,Mean,504.0
A-19,Applicants,2025-2026,South,South Carolina,state,Total MCAT,SD,9.7
A-19,Applicants,2025-2026,South,South Carolina,state,GPA Science,Mean,3.58
A-19,Applicants,2025-2026,South,South Carolina,state,GPA Science,SD,0.44
A-19,Applicants,2025-2026,South,South Carolina,state,GPA Non-Science,Mean,3.82
A-19,Applicants,2025-2026,South,South Carolina,state,GPA Non-Science,SD,0.25
A-19,Applicants,2025-2026,South,South Carolina,state,GPA Total,Mean,3.69
A-19,Applicants,2025-2026,South,South Carolina,state,GPA Total,SD,0.33
A-19,Applicants,2025-2026,South,South Carolina,state,Total Applicants,Count,663.0
A-19,Applicants,2025-2026,South,Tennessee,state,MCAT CPBS,Mean,125.8
A-19,Applicants,2025-2026,South,Tennessee,state,MCAT CPBS,SD,3.1
A-19,Applicants,2025-2026,South,Tennessee,state,MCAT CARS,Mean,125.7
A-19,Applicants,2025-2026,South,Tennessee,state,MCAT CARS,SD,2.8
A-19,Applicants,2025-2026,South,Tennessee,state,MCAT BBLS,Mean,126.0
A-19,Applicants,2025-2026,South,Tennessee,state,MCAT BBLS,SD,3.0
A-19,Applicants,2025-2026,South,Tennessee,state,MCAT PSBB,Mean,127.1
A-19,Applicants,2025-2026,South,Tennessee,state,MCAT PSBB,SD,3.0
A-19,Applicants,2025-2026,South,Tennessee,state,Total MCAT,Mean,504.6
A-19,Applicants,2025-2026,South,Tennessee,state,Total MCAT,SD,10.4
A-19,Applicants,2025-2026,South,Tennessee,state,GPA Science,Mean,3.53
A-19,Applicants,2025-2026,South,Tennessee,state,GPA Science,SD,0.46
A-19,Applicants,2025-2026,South,Tennessee,state,GPA Non-Science,Mean,3.8
A-19,Applicants,2025-2026,South,Tennessee,state,GPA Non-Science,SD,0.28
A-19,Applicants,2025-2026,South,Tennessee,state,GPA Total,Mean,3.65
A-19,Applicants,2025-2026,South,Tennessee,state,GPA Total,SD,0.35
A-19,Applicants,2025-2026,South,Tennessee,state,Total Applicants,Count,847.0
A-19,Applicants,2025-2026,South,Texas,state,MCAT CPBS,Mean,126.2
A-19,Applicants,2025-2026,South,Texas,state,MCAT CPBS,SD,3.0
A-19,Applicants,2025-2026,South,Texas,state,MCAT CARS,Mean,125.6
A-19,Applicants,2025-2026,South,Texas,state,MCAT CARS,SD,2.7
A-19,Applicants,2025-2026,South,Texas,state,MCAT BBLS,Mean,126.4
A-19,Applicants,2025-2026,South,Texas,state,MCAT BBLS,SD,2.9
A-19,Applicants,2025-2026,South,Texas,state,MCAT PSBB,Mean,127.3
A-19,Applicants,2025-2026,South,Texas,state,MCAT PSBB,SD,2.9
A-19,Applicants,2025-2026,South,Texas,state,Total MCAT,Mean,505.6
A-19,Applicants,2025-2026,South,Texas,state,Total MCAT,SD,9.9
A-19,Applicants,2025-2026,South,Texas,state,GPA Science,Mean,3.58
A-19,Applicants,2025-2026,South,Texas,state,GPA Science,SD,0.41
A-19,Applicants,2025-2026,South,Texas,state,GPA Non-Science,Mean,3.8
A-19,Applicants,2025-2026,South,Texas,state,GPA Non-Science,SD,0.26
A-19,Applicants,2025-2026,South,Texas,state,GPA Total,Mean,3.67
A-19,Applicants,2025-2026,South,Texas,state,GPA Total,SD,0.33
A-19,Applicants,2025-2026,South,Texas,state,Total Applicants,Count,5446.0
A-19,Applicants,2025-2026,South,Virginia,state,MCAT CPBS,Mean,126.6
A-19,Applicants,2025-2026,South,Virginia,state,MCAT CPBS,SD,3.0
A-19,Applicants,2025-2026,South,Virginia,state,MCAT CARS,Mean,126.1
A-19,Applicants,2025-2026,South,Virginia,state,MCAT CARS,SD,2.8
A-19,Applicants,2025-2026,South,Virginia,state,MCAT BBLS,Mean,126.9
A-19,Applicants,2025-2026,South,Virginia,state,MCAT BBLS,SD,2.9
A-19,Applicants,2025-2026,South,Virginia,state,MCAT PSBB,Mean,127.8
A-19,Applicants,2025-2026,South,Virginia,state,MCAT PSBB,SD,2.8
